Date of contribution,Where do you live?,What is your gender? ,What is your current work situation? (Select all that apply),Are you a member of a union and covered by a collective agreement?,How important is keeping your benefits when you consider changing jobs? (Select all that apply),What should the hourly minimum wage be?
Jan 27 18 12:48:07 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 27 18 12:48:56 am,New Brunswick,Female,Permanent,No,Somewhat important,$13
Jan 28 18 01:11:21 pm,British Columbia,Male,Permanent,No,Somewhat important,More than $15
Jan 28 18 01:12:17 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 28 18 01:18:29 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 28 18 01:25:19 pm,Alberta,Male,Permanent,No,Very important,$11
Jan 28 18 01:46:02 am,British Columbia,Female,Permanent,Yes,Somewhat important,$15
Jan 28 18 01:54:13 pm,Quebec,Female,Permanent,No,Very important,$15
Jan 28 18 02:07:29 pm,Alberta,Female,Permanent,No,Very important,$13
Jan 28 18 02:15:34 pm,Alberta,Female,Permanent,No,Very important,More than $15
Jan 28 18 02:25:48 pm,British Columbia,Male,Permanent,Yes,Neutral,Prefer not to answer
Jan 28 18 02:29:04 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 28 18 02:34:42 pm,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 28 18 02:52:44 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 03:06:34 am,Alberta,Female,Permanent,No,Somewhat important,$15
Jan 28 18 03:06:56 pm,British Columbia,Female,Permanent,No,Very important,Prefer not to answer
Jan 28 18 03:23:10 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 28 18 03:29:19 pm,Alberta,Male,Permanent,No,Somewhat important,$14
Jan 28 18 03:46:06 pm,British Columbia,Female,Permanent,No,Neutral,$15
Jan 28 18 04:04:48 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 28 18 04:11:32 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 28 18 04:21:20 pm,Alberta,Female,Permanent,No,Somewhat important,Prefer not to answer
Jan 28 18 04:49:12 pm,Ontario,Female,Permanent,No,Very important,$13
Jan 28 18 05:00:44 pm,Alberta,Female,Permanent,No,Somewhat important,$15
Jan 28 18 05:02:44 am,Alberta,Female,Permanent,No,Very important,$12
Jan 28 18 05:28:56 pm,Alberta,Male,Permanent,No,Neutral,$15
Jan 28 18 05:31:28 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 05:45:28 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 06:06:57 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 28 18 06:13:09 pm,Ontario,Female,Permanent,Yes,Very important,$14
Jan 28 18 06:36:15 am,Alberta,Male,Permanent,No,Somewhat important,Prefer not to answer
Jan 28 18 06:39:40 am,Quebec,Male,Permanent,No,Very important,More than $15
Jan 28 18 07:01:58 pm,British Columbia,Female,Permanent,No,Very important,$15
Jan 28 18 07:43:42 pm,Quebec,Female,Permanent,Yes,Very important,$14
Jan 28 18 08:00:18 am,Quebec,Female,Permanent,No,Very important,More than $15
Jan 28 18 08:17:35 am,Ontario,Male,Permanent,Yes,Very important,$14
Jan 28 18 08:18:16 pm,Ontario,Male,Permanent,No,Very important,$15
Jan 28 18 08:36:28 am,Alberta,Male,Permanent,No,Very important,More than $15
Jan 28 18 08:49:02 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 28 18 08:51:19 pm,Ontario,Male,Permanent,No,Very important,More than $15
Jan 28 18 09:03:07 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 09:04:57 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 09:10:24 am,British Columbia,Male,Permanent,Prefer not to answer,Neutral,$15
Jan 28 18 09:14:32 pm,Quebec,Male,Permanent,Yes,Very important,$14
Jan 28 18 09:17:20 pm,Ontario,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 28 18 09:44:50 am,Saskatchewan,Female,Working for multiple employers,Yes,Very important,$14
Jan 28 18 09:45:48 am,Ontario,Male,Permanent,No,Very important,$14
Jan 28 18 09:48:51 am,Alberta,Female,Permanent,No,Very important,$15
Jan 28 18 09:50:34 am,Alberta,Male,Permanent,No,Somewhat important,$15
Jan 28 18 10:13:31 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 28 18 10:14:30 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 28 18 10:29:55 am,British Columbia,Male,Permanent,No,Very important,$15
Jan 28 18 10:32:09 pm,Alberta,Male,Permanent,Yes,Very important,$15
Jan 28 18 10:36:18 am,Alberta,Female,Permanent,No,Very important,$15
Jan 28 18 10:58:38 am,Quebec,Male,Permanent,Yes,Very important,$15
Jan 28 18 11:03:21 pm,Alberta,Female,Working for multiple employers,No,Very important,$15
Jan 28 18 11:05:05 am,Ontario,Female,Permanent,Yes,Very important,$13
Jan 28 18 11:09:47 am,Ontario,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 28 18 11:11:53 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 28 18 11:13:43 am,Ontario,Female,Permanent,No,Very important,$14
Jan 28 18 11:27:02 pm,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 28 18 11:36:08 am,Ontario,Male,Permanent,No,Very important,$15
Jan 28 18 11:40:18 am,Ontario,Female,Permanent,Prefer not to answer,Very important,More than $15
Jan 28 18 11:41:45 am,Alberta,Male,Permanent,No,Very important,More than $15
Jan 28 18 11:42:17 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 28 18 11:48:04 am,New Brunswick,Female,Permanent,No,Very important,$15
Jan 28 18 12:09:52 am,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 28 18 12:42:15 pm,Alberta,Male,Permanent,Yes,Very important,More than $15
Jan 28 18 12:45:36 pm,British Columbia,Female,Permanent,Yes,Very important,$11
Jan 29 18 01:13:36 pm,Ontario,Female,"Temporary/term or contract, Self-employed without employees",No,Very important,More than $15
Jan 29 18 01:16:23 pm,Alberta,Female,Permanent,No,Very important,Prefer not to answer
Jan 29 18 01:29:57 am,Quebec,Female,Permanent,Yes,Somewhat important,$13
Jan 29 18 01:31:47 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 01:32:19 pm,Alberta,Male,Permanent,No,Very important,$12
Jan 29 18 01:36:11 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 01:38:11 pm,Quebec,Male,Permanent,Yes,Somewhat important,$15
Jan 29 18 01:41:02 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 29 18 01:49:48 pm,Nova Scotia,Prefer not to answer,Permanent,Yes,Very important,More than $15
Jan 29 18 01:50:40 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 29 18 01:50:58 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 01:52:31 am,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 01:57:01 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 29 18 02:04:42 am,Alberta,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 02:12:41 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 02:15:27 pm,Ontario,Male,Permanent,No,Very important,$14
Jan 29 18 02:37:44 pm,Manitoba,Female,Temporary/term or contract,Yes,Somewhat important,$15
Jan 29 18 02:39:10 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 02:42:25 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 03:06:21 pm,Ontario,Female,Permanent,No,Somewhat important,$15
Jan 29 18 03:07:32 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 03:32:42 pm,Alberta,Male,Permanent,No,Very important,$15
Jan 29 18 03:34:12 pm,Ontario,Male,Permanent,No,Very important,$14
Jan 29 18 03:40:17 pm,Ontario,Prefer not to answer,"Permanent, Casual, Working for multiple employers",Prefer not to answer,Prefer not to answer,Prefer not to answer
Jan 29 18 03:46:42 pm,New Brunswick,Female,Permanent,No,Very important,$15
Jan 29 18 03:48:37 pm,Alberta,Female,Temporary/term or contract,No,Very important,More than $15
Jan 29 18 03:51:57 pm,British Columbia,Female,Permanent,Yes,Very important,$14
Jan 29 18 03:58:34 am,Ontario,Female,Permanent,No,Somewhat important,More than $15
Jan 29 18 04:08:01 pm,Manitoba,Male,Permanent,Yes,Very important,$15
Jan 29 18 04:13:06 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 04:17:47 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 04:22:43 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 04:31:17 pm,Outside of Canada,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 04:38:32 pm,British Columbia,Female,Permanent,No,Somewhat important,$13
Jan 29 18 04:42:25 pm,Alberta,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 04:48:00 pm,Alberta,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 04:50:09 pm,Alberta,Male,Permanent,No,Very important,$13
Jan 29 18 04:56:52 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 05:01:12 pm,Saskatchewan,Female,Permanent,No,Very important,More than $15
Jan 29 18 05:08:11 am,Alberta,Female,Temporary/term or contract,No,Very important,More than $15
Jan 29 18 05:12:32 pm,Alberta,Female,Permanent,No,Very important,Prefer not to answer
Jan 29 18 05:15:36 pm,British Columbia,Female,Temporary/term or contract,No,Somewhat important,$14
Jan 29 18 05:26:05 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 05:27:32 pm,Alberta,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 05:30:02 pm,Alberta,Male,Permanent,No,Somewhat important,$15
Jan 29 18 05:38:37 pm,Ontario,Male,Permanent,No,Very important,More than $15
Jan 29 18 05:41:21 pm,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 29 18 05:43:20 pm,Ontario,Female,Temporary/term or contract,No,Very important,More than $15
Jan 29 18 05:51:11 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 05:56:43 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 06:01:33 pm,Quebec,Male,Permanent,Yes,Very important,$15
Jan 29 18 06:06:12 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 06:08:57 pm,Alberta,Male,Permanent,No,Very important,$15
Jan 29 18 06:11:40 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 06:16:04 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 06:18:38 pm,Manitoba,Female,Permanent,Yes,Very important,$15
Jan 29 18 06:34:26 pm,Alberta,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 29 18 06:34:48 pm,Alberta,Male,Permanent,No,Very important,Prefer not to answer
Jan 29 18 06:38:19 pm,,Male,Permanent,Yes,Very important,$15
Jan 29 18 06:51:37 am,New Brunswick,Female,Permanent,No,Somewhat important,$15
Jan 29 18 06:56:51 pm,British Columbia,Female,Permanent,No,Very important,More than $15
Jan 29 18 07:01:18 pm,Outside of Canada,Female,Permanent,Yes,Very important,$12
Jan 29 18 07:12:47 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 07:13:54 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 07:14:52 pm,Quebec,Female,Permanent,No,Very important,More than $15
Jan 29 18 07:18:31 pm,Saskatchewan,Male,Permanent,No,Very important,$13
Jan 29 18 07:22:25 pm,Quebec,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 07:23:15 pm,British Columbia,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 07:25:11 pm,Quebec,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 07:30:41 pm,British Columbia,Female,Permanent,No,Very important,$15
Jan 29 18 07:35:51 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 07:36:34 pm,Quebec,Female,"Permanent, Working for multiple employers",Yes,Very important,More than $15
Jan 29 18 07:41:22 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 07:50:10 pm,British Columbia,Prefer not to answer,Temporary/term or contract,No,Somewhat important,More than $15
Jan 29 18 07:51:40 am,New Brunswick,Female,Permanent,No,Very important,$14
Jan 29 18 07:56:00 am,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 08:05:09 pm,Alberta,Female,Permanent,No,Very important,More than $15
Jan 29 18 08:26:15 pm,Alberta,Female,Permanent,No,Very important,Prefer not to answer
Jan 29 18 08:29:14 pm,Ontario,Female,Permanent,No,Very important,$12
Jan 29 18 08:31:41 pm,British Columbia,Male,Permanent,No,Very important,More than $15
Jan 29 18 08:34:49 am,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 08:57:16 pm,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 29 18 09:01:25 pm,Ontario,Female,"Permanent, Working for multiple employers",No,Not very important,$15
Jan 29 18 09:15:59 pm,New Brunswick,Female,Permanent,No,Very important,$15
Jan 29 18 09:16:37 pm,Ontario,Male,Permanent,No,Somewhat important,Prefer not to answer
Jan 29 18 09:19:38 pm,Quebec,Prefer not to answer,Permanent,Yes,Very important,Prefer not to answer
Jan 29 18 09:27:25 am,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 09:42:38 pm,New Brunswick,Female,Permanent,Prefer not to answer,Very important,$11
Jan 29 18 09:47:40 am,Alberta,Male,Permanent,Yes,Very important,$12
Jan 29 18 09:47:41 am,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 09:48:27 am,Ontario,Male,Permanent,Yes,Very important,$15
Jan 29 18 09:51:32 pm,Ontario,Male,Permanent,No,Very important,$15
Jan 29 18 09:56:39 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 09:58:02 pm,Nova Scotia,Female,Permanent,No,Very important,$15
Jan 29 18 10:00:20 am,Ontario,Male,Permanent,Yes,Very important,$15
Jan 29 18 10:02:06 am,Ontario,Female,Permanent,No,Very important,$15
Jan 29 18 10:02:10 pm,Alberta,Female,Permanent,No,Somewhat important,More than $15
Jan 29 18 10:05:46 pm,Quebec,Female,Permanent,No,Very important,$14
Jan 29 18 10:10:06 am,New Brunswick,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 10:10:37 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 29 18 10:14:01 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 10:15:45 am,Ontario,Male,Permanent,No,Very important,$15
Jan 29 18 10:17:16 am,Ontario,Female,Permanent,Yes,Very important,$14
Jan 29 18 10:19:14 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 10:20:59 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 29 18 10:27:23 pm,Ontario,Female,Permanent,No,Somewhat important,$12
Jan 29 18 10:28:05 am,Quebec,Female,Permanent,Yes,Very important,$15
Jan 29 18 10:34:16 am,Alberta,Female,Permanent,No,Very important,More than $15
Jan 29 18 10:39:30 am,Ontario,Male,Permanent,Yes,Somewhat important,More than $15
Jan 29 18 10:40:20 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 10:46:58 pm,British Columbia,Female,Permanent,No,Very important,$15
Jan 29 18 10:49:37 am,Quebec,Male,Permanent,No,Very important,More than $15
Jan 29 18 10:52:25 pm,British Columbia,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 29 18 10:59:31 am,Alberta,Female,Permanent,No,Somewhat important,More than $15
Jan 29 18 11:04:28 am,Alberta,Male,Permanent,Yes,Very important,$15
Jan 29 18 11:06:16 am,Ontario,Female,Permanent,No,Very important,More than $15
Jan 29 18 11:07:04 am,Alberta,Male,Permanent,No,Very important,Prefer not to answer
Jan 29 18 11:27:07 am,Ontario,Male,Permanent,Yes,Very important,$15
Jan 29 18 11:28:38 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 11:34:10 am,Alberta,Female,Permanent,No,Somewhat important,$13
Jan 29 18 11:34:29 am,British Columbia,Female,Permanent,No,Very important,$15
Jan 29 18 11:34:56 am,Alberta,Female,Permanent,No,Somewhat important,$15
Jan 29 18 11:36:25 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 11:40:11 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 29 18 11:41:32 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 11:47:03 am,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 29 18 11:52:44 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 29 18 11:54:45 pm,Alberta,Female,Permanent,Yes,Very important,More than $15
Jan 29 18 12:00:59 pm,Nova Scotia,Female,Permanent,No,Very important,$15
Jan 29 18 12:07:47 pm,Alberta,Female,Permanent,No,Somewhat important,Prefer not to answer
Jan 29 18 12:08:25 pm,Alberta,Male,Permanent,No,Very important,More than $15
Jan 29 18 12:27:50 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 29 18 12:47:02 am,Manitoba,Female,Permanent,No,Very important,More than $15
Jan 29 18 12:53:24 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 29 18 12:57:38 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 30 18 01:00:16 pm,Alberta,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 01:11:31 pm,Alberta,Male,Working for multiple employers,No,Very important,$15
Jan 30 18 01:19:15 pm,Alberta,Female,Permanent,Yes,Very important,$15
Jan 30 18 01:20:18 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 01:21:32 pm,British Columbia,Female,Permanent,No,Very important,More than $15
Jan 30 18 01:22:04 pm,Manitoba,Male,Permanent,No,Very important,$15
Jan 30 18 01:23:24 pm,Ontario,Male,"Permanent, Self-employed without employees",Yes,Very important,$15
Jan 30 18 01:31:22 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 30 18 01:40:21 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 01:43:56 pm,Alberta,Female,Permanent,Yes,Very important,$15
Jan 30 18 01:44:58 am,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 01:59:30 am,British Columbia,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 30 18 02:18:09 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 02:21:44 am,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 30 18 02:25:54 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 02:51:46 pm,Alberta,Female,Permanent,No,Very important,Prefer not to answer
Jan 30 18 02:54:08 pm,Alberta,Male,Permanent,No,Very important,$15
Jan 30 18 03:05:56 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 30 18 03:06:10 pm,Alberta,Male,Permanent,No,Somewhat important,Prefer not to answer
Jan 30 18 03:07:52 am,Nova Scotia,Male,Permanent,Yes,Very important,$15
Jan 30 18 03:11:48 am,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 03:12:49 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 03:18:39 pm,Alberta,Female,Permanent,Yes,Very important,$14
Jan 30 18 03:28:48 am,Alberta,Male,Permanent,No,Very important,$13
Jan 30 18 03:30:30 pm,Alberta,Female,Permanent,No,Very important,$12
Jan 30 18 03:31:13 pm,Alberta,Male,Permanent,No,Very important,$15
Jan 30 18 03:32:01 pm,Quebec,Male,Permanent,No,Very important,More than $15
Jan 30 18 03:32:27 pm,Nova Scotia,Male,Permanent,No,Very important,$11
Jan 30 18 03:33:47 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 03:35:30 pm,Saskatchewan,Male,Seasonal,Yes,Very important,$15
Jan 30 18 03:39:36 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 03:59:35 pm,Quebec,Female,Permanent,Yes,Very important,$14
Jan 30 18 04:16:32 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 04:20:17 pm,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 04:50:33 pm,Alberta,Male,Temporary/term or contract,Yes,Somewhat important,More than $15
Jan 30 18 04:53:43 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 04:59:25 pm,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 30 18 04:59:29 pm,Alberta,Male,Permanent,No,Very important,$15
Jan 30 18 05:05:40 pm,British Columbia,Female,Temporary/term or contract,No,Very important,$15
Jan 30 18 05:20:47 pm,Ontario,Female,Permanent,,Very important,$14
Jan 30 18 05:22:47 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 30 18 05:38:27 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 05:53:59 pm,Quebec,Female,Permanent,No,Very important,More than $15
Jan 30 18 05:55:26 pm,Alberta,Male,Permanent,No,Very important,$14
Jan 30 18 06:05:24 am,Ontario,Male,Permanent,No,Very important,$12
Jan 30 18 06:05:52 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 06:08:16 pm,Ontario,Female,Permanent,No,Very important,More than $15
Jan 30 18 06:10:06 pm,Alberta,Male,Permanent,No,Prefer not to answer,More than $15
Jan 30 18 06:14:19 pm,Alberta,Female,Permanent,No,Very important,$12
Jan 30 18 06:26:54 am,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 06:27:09 pm,New Brunswick,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 06:33:08 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 06:38:02 pm,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 30 18 06:39:05 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 07:09:53 pm,Alberta,Female,Permanent,No,Very important,More than $15
Jan 30 18 07:19:47 pm,Nova Scotia,Female,Permanent,No,Very important,$15
Jan 30 18 07:22:07 am,Ontario,Male,Permanent,No,Very important,More than $15
Jan 30 18 07:43:30 pm,Quebec,Female,Permanent,Yes,Very important,$13
Jan 30 18 08:01:55 pm,Yukon,Male,Permanent,Yes,Very important,Prefer not to answer
Jan 30 18 08:11:28 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 30 18 08:13:31 pm,Manitoba,Female,Permanent,Yes,Very important,$14
Jan 30 18 08:15:46 am,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 08:18:16 pm,British Columbia,Male,Permanent,Yes,Somewhat important,$15
Jan 30 18 08:25:36 pm,British Columbia,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 08:27:00 pm,Northwest Territories,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 08:29:09 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 08:45:11 am,Nova Scotia,Female,Permanent,Yes,Very important,$14
Jan 30 18 08:46:25 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 30 18 08:51:21 am,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 08:53:33 am,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 08:56:38 am,Nova Scotia,Female,Permanent,No,Very important,$13
Jan 30 18 09:07:09 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 30 18 09:10:33 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 09:14:39 am,Nova Scotia,Female,Permanent,No,Very important,$15
Jan 30 18 09:17:19 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 09:22:17 pm,British Columbia,Female,Permanent,No,Very important,More than $15
Jan 30 18 09:30:39 pm,Yukon,Male,Permanent,Yes,Very important,Prefer not to answer
Jan 30 18 09:31:02 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 09:46:30 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 10:00:42 am,British Columbia,Male,Permanent,No,Very important,More than $15
Jan 30 18 10:04:11 am,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 30 18 10:08:35 pm,Ontario,Female,Permanent,No,Very important,$15
Jan 30 18 10:08:47 am,Alberta,Male,Permanent,No,Very important,$15
Jan 30 18 10:13:02 am,Nova Scotia,Male,Permanent,Yes,Very important,$15
Jan 30 18 10:21:06 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 10:22:31 am,Ontario,Female,Permanent,No,Very important,$15
Jan 30 18 10:24:37 am,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 30 18 10:26:49 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 10:29:33 am,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 10:41:51 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 10:47:29 am,British Columbia,Female,Permanent,No,Very important,More than $15
Jan 30 18 10:48:51 pm,Nova Scotia,Male,Permanent,Yes,Very important,$15
Jan 30 18 10:48:54 am,Saskatchewan,Other,Permanent,Yes,Very important,$15
Jan 30 18 10:52:13 pm,Quebec,Female,Permanent,Yes,Very important,$15
Jan 30 18 10:56:49 am,Nova Scotia,Female,Permanent,No,Somewhat important,$12
Jan 30 18 11:07:14 pm,Alberta,Male,Permanent,No,Somewhat important,$15
Jan 30 18 11:08:58 am,Nova Scotia,Female,Permanent,No,Very important,$15
Jan 30 18 11:10:52 am,Alberta,Female,Permanent,Yes,Very important,$15
Jan 30 18 11:14:53 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 11:20:17 am,Alberta,Female,Permanent,No,Very important,$13
Jan 30 18 11:28:49 am,Ontario,Female,Permanent,No,Somewhat important,$15
Jan 30 18 11:29:35 am,Ontario,Female,Permanent,No,Very important,$15
Jan 30 18 11:37:47 am,Nova Scotia,Female,Permanent,No,Somewhat important,More than $15
Jan 30 18 11:41:20 pm,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 11:46:01 am,Manitoba,Male,Permanent,Yes,Neutral,Prefer not to answer
Jan 30 18 11:47:22 am,Alberta,Female,Permanent,No,Very important,More than $15
Jan 30 18 12:02:32 pm,Alberta,Female,Permanent,No,Very important,$14
Jan 30 18 12:03:56 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 30 18 12:35:20 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 30 18 12:36:47 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 30 18 12:38:48 am,Alberta,Male,"Permanent, Temporary/term or contract, Working for multiple employers",No,Very important,More than $15
Jan 30 18 12:40:51 pm,Ontario,Male,Permanent,Yes,Very important,$12
Jan 30 18 12:46:03 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 30 18 12:51:57 am,Manitoba,Female,Permanent,Yes,Very important,$15
Jan 31 18 01:03:51 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 01:05:37 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 01:14:24 am,Alberta,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 01:34:23 pm,Ontario,Female,Permanent,Yes,Not important at all,$15
Jan 31 18 01:36:38 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 01:47:39 pm,British Columbia,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 31 18 01:59:40 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 02:17:52 pm,Alberta,Female,Permanent,No,Very important,$13
Jan 31 18 02:20:41 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 02:25:10 am,British Columbia,Male,Permanent,Yes,Very important,$15
Jan 31 18 02:25:38 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 02:32:57 pm,Alberta,Female,Permanent,Yes,Very important,$15
